Calendar_Year,Sector_General,Sector_Detail1,Sector_Detail2,Sector_GPC,Sector_GPC_Detail,Commodity_Type,Emissions_mtCO2e,Biogenic_Emissions_mtCO2e,Quantity,Quantity_Units
2015,Buildings,Commercial & Industrial,Steam - NRG,Stationary,Commercial & Institutional Buildings and Facilities,Steam,56997.37,0.00,10739957.88,Therm
2015,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Gasoline,242.77,0.00,27607.58,gallons
2015,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,CNG,3772.97,0.00,610535.52,gallons
2015,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Gasoline,19259.65,0.00,2146362.51,gallons
2015,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,22640.50,0.00,2187493.78,gallons
2015,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Propane,72.35,0.00,12664.10,gallons
2015,Transportation,Public Transportation,Rail - Caltrain,Transportation,Railways - Caltrain,Diesel,13369.53,0.00,1297848.86,gallons
2015,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Diesel,38613.23,0.00,3780331.20,gallons
2015,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Diesel,58.44,0.00,5721.52,gallons
2015,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Diesel,3320.19,0.00,325054.50,gallons
2015,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Diesel,12749.67,0.00,1221862.75,gallons
2015,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,412.41,0.00,77540.00,Therm
2015,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,88409.10,0.00,16622469.97,Therm
2015,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,418277.55,0.00,89360067.00,Therm
2015,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Natural Gas,627949.76,0.00,118065630.00,Therm
2015,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,16665.99,0.00,300866.71,Therm
2015,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,116.40,0.00,2101.33,Therm
2015,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,77.74,0.00,1403.47,Therm
2015,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,24952.95,0.00,450468.94,Therm
2015,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,88067.14,0.00,1617417.21,Therm
2015,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,131857.43,0.00,2421657.82,Therm
2015,Buildings,Residential,PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,177235.12,0.00,3199578.57,Therm
2015,Buildings,Residential,PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,118374.75,0.00,2136987.90,Therm
2015,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Electricity,0.00,0.00,70573413.00,kWh
2015,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Electricity,238751.87,0.00,1292062067.00,kWh
2015,Buildings,Residential,PG&E Residential Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,26164.51,0.00,88377045.38,kWh
2015,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit PG&E,Electricity,79.60,0.00,430779.02,kWh
2015,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Other Power Contracts,Electricity,20321.28,0.00,60378300.00,kWh
2015,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Traction,Electricity,75646.64,0.00,224760193.10,kWh
2015,Municipal,Municipal Buildings,SFPUC Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,1033705862.00,kWh
2015,Buildings,Commercial & Industrial,PG&E District Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,1264.60,0.00,4271501.68,kWh
2015,Buildings,Direct Access,PG&E Direct Access,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,120212.94,0.00,406048677.90,kWh
2015,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,534898.32,0.00,2894728412.00,kWh
2015,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,11539.52,0.00,62364837.98,kWh
2015,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,236.46,0.00,1279664.00,kWh
2015,Municipal,Municipal Buildings,PG&E Municipal Buildings Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,25.91,0.00,87529.02,kWh
2015,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,58618.81,0.00,197999423.40,kWh
2015,Buildings,Direct Access,PG&E Direct Access Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,8222.56,0.00,27773729.57,kWh
2015,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,B5,6.45,293.20,31026.14,gallons
2015,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,B20,84.76,8249.79,872993.80,gallons
2015,Wastewater,Wastewater (Digester Gas),Wastewater (Digester Gas),Stationary,Commercial & Institutional Buildings and Facilities,Sludge gas,118.20,23989.57,460717.64,MMBTU
2015,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,B20,9.05,411.46,43540.25,gallons
2016,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Other Unspecified Fuels,0.00,0.00,0.00,mtCO2e
2016,Transportation,Diesel - Ships and Boats (non-Ferry),Diesel - Ships and Boats (non-Ferry),Transportation,Waterborne Navigation - non-Ferry,Diesel,444837.00,0.00,0.00,mtCO2e
2016,Buildings,Residential,Other Residential Fuel Usage,Stationary,Commercial & Institutional Buildings and Facilities,"LPGas, Liquid fuel, solid fuel",23763.00,0.00,0.00,mtCO2e
2016,Buildings,Commercial & Industrial,Additional Stationary Sources,Stationary,Energy Industries,Gas Oil,88.00,0.00,0.00,mtCO2e
2016,Agriculture,Agriculture/Farming,Agriculture/Farming,Stationary,"Agriculture, Forestry and Fishing Activities",Other Unspecified Fuels,108.00,0.00,0.00,mtCO2e
2016,Transportation,Off-Road Equipment,Off-Road Equipment,Stationary,Non-specified Sources,Other Unspecified Fuels,150681.00,0.00,0.00,mtCO2e
2016,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Other Unspecified Fuels,80062.00,0.00,0.00,mtCO2e
2016,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Other Unspecified Fuels,15.00,0.00,0.00,mtCO2e
2016,Wastewater,Wastewater (Fugitive),Wastewater (Fugitive),Waste,Wastewater Treatment and Discharge,Fugitive Emissions,4113.42,0.00,10827.47,Avg kgN/day
2016,Landfilled Organics,Landfilled Organics,Landfilled Organics,Waste,Solid Waste Disposal,Solid Waste,290929.98,0.00,580992.00,tons
2016,Wastewater,Wastewater (Process),Wastewater (Process),Waste,Wastewater Treatment and Discharge,Process Emissions,923.14,0.00,870887.00,people
2016,Buildings,Commercial & Industrial,Steam - NRG,Stationary,Commercial & Institutional Buildings and Facilities,Steam,58607.71,0.00,11043391.37,Therm
2016,Transportation,Cars & Trucks,Cars & Trucks,Transportation,On-road Transportation - Cars and Trucks,Gasoline,1801810.61,0.00,4010619620.00,miles
2016,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,CNG,15.92,0.00,2506.69,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,CNG,32.10,0.00,5046.82,gallons
2016,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Diesel,58.44,0.00,5721.52,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Propane,76.33,0.00,13360.78,gallons
2016,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Gasoline,242.77,0.00,27607.58,gallons
2016,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,641.70,0.00,62000.00,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,CNG,518.14,0.00,83845.30,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Gasoline,1553.71,0.00,172868.04,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Diesel,2593.22,0.00,251595.30,gallons
2016,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Diesel,3320.19,0.00,325054.50,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Diesel,3602.25,0.00,345220.78,gallons
2016,Transportation,Public Transportation,Rail - Caltrain,Transportation,Railways - Caltrain,Diesel,12856.03,0.00,1248001.18,gallons
2016,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Diesel,19957.25,0.00,1953864.60,gallons
2016,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,21923.37,0.00,2118206.19,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Gasoline,19078.31,0.00,2126153.05,gallons
2016,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,421.07,0.00,79169.00,Therm
2016,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,92808.90,0.00,17449710.78,Therm
2016,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,442294.54,0.00,94178456.00,Therm
2016,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Natural Gas,667894.43,0.00,125575932.00,Therm
2016,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,79.38,0.00,1432.96,Therm
2016,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,118.85,0.00,2145.48,Therm
2016,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,17495.40,0.00,315839.77,Therm
2016,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,26194.77,0.00,472887.16,Therm
2016,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,94425.03,0.00,1704630.05,Therm
2016,Buildings,Residential,PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,125904.71,0.00,2272924.37,Therm
2016,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,141376.71,0.00,2552236.16,Therm
2016,Buildings,Residential,PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,188509.27,0.00,3403107.76,Therm
2016,Buildings,Residential,CleanPowerSF Residential SuperGreen Product Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,0.00,0.00,51775.20,kWh
2016,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit PG&E,Electricity,72.19,0.00,537682.10,kWh
2016,Buildings,Residential,CleanPowerSF Residential SuperGreen Product,Stationary,Residential Buildings,Electricity,0.00,0.00,1224000.00,kWh
2016,Buildings,Residential,CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,112.44,0.00,1330208.10,kWh
2016,Buildings,Residential,CleanPowerSF Residential Green Product,Stationary,Residential Buildings,Electricity,2658.14,0.00,31447000.00,kWh
2016,Buildings,Residential,PG&E Residential Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,12965.96,0.00,53949178.81,kWh
2016,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Other Power Contracts,Electricity,18706.83,0.00,60422587.84,kWh
2016,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Electricity,0.00,0.00,72828834.00,kWh
2016,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Traction,Electricity,72046.59,0.00,232708629.30,kWh
2016,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Electricity,171231.20,0.00,1275394298.00,kWh
2016,Buildings,Commercial & Industrial,CleanPowerSF Commercial SuperGreen Product Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,48137.40,kWh
2016,Municipal,Municipal Buildings,PG&E Municipal Buildings Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,11.83,0.00,49239.82,kWh
2016,Buildings,Commercial & Industrial,CleanPowerSF Commercial SuperGreen Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,1138000.00,kWh
2016,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,156.28,0.00,1164062.00,kWh
2016,Buildings,Commercial & Industrial,PG&E District Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,511.35,0.00,2127638.52,kWh
2016,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,685.58,0.00,8110728.90,kWh
2016,Buildings,Commercial & Industrial,PG&E Direct Access Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,2685.86,0.00,11175412.84,kWh
2016,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,6752.99,0.00,50298782.90,kWh
2016,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,26890.78,0.00,111888017.70,kWh
2016,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,16207.59,0.00,191743000.00,kWh
2016,Buildings,Direct Access,PG&E Direct Access,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,63495.52,0.00,264194156.90,kWh
2016,Municipal,Municipal Buildings,SFPUC Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,1053319303.00,kWh
2016,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,355125.32,0.00,2645106801.00,kWh
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,B5,1.05,47.81,5059.62,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,B20,3.04,138.22,14626.48,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable Diesel,3.58,309.44,33075.54,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable CNG,11.49,522.38,86390.23,gallons
2016,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Renewable Diesel,34.57,3041.05,325054.50,gallons
2016,Wastewater,Wastewater (Digester Gas),Wastewater (Digester Gas),Stationary,Commercial & Institutional Buildings and Facilities,Sludge gas,100.87,20472.19,393166.72,MMBTU
2016,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,B20,39.59,3853.05,407730.40,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable CNG,138.84,2670.08,441574.29,gallons
2016,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable Diesel,107.76,4849.19,518325.01,gallons
2016,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Renewable Diesel,279.92,24625.37,2632181.00,gallons
2017,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Other Unspecified Fuels,0.00,0.00,0.00,mtCO2e
2017,Transportation,Diesel - Ships and Boats (non-Ferry),Diesel - Ships and Boats (non-Ferry),Transportation,Waterborne Navigation - non-Ferry,Diesel,427148.00,0.00,0.00,mtCO2e
2017,Agriculture,Agriculture/Farming,Agriculture/Farming,Stationary,"Agriculture, Forestry and Fishing Activities",Other Unspecified Fuels,112.73,0.00,0.00,mtCO2e
2017,Buildings,Residential,Other Residential Fuel Usage,Stationary,Commercial & Institutional Buildings and Facilities,"LPGas, Liquid fuel, solid fuel",20741.17,0.00,0.00,mtCO2e
2017,Buildings,Commercial & Industrial,Additional Stationary Sources,Stationary,Energy Industries,Gas Oil,91.60,0.00,0.00,mtCO2e
2017,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Other Unspecified Fuels,83497.88,0.00,0.00,mtCO2e
2017,Agriculture,Agriculture/Farming,Agriculture/Farming,"Agriculture, Forestry and Other Land Use",Land,Other Unspecified Fuels,14.81,0.00,0.00,mtCO2e
2017,Transportation,Off-Road Equipment,Off-Road Equipment,Stationary,Non-specified Sources,Other Unspecified Fuels,145248.00,0.00,0.00,mtCO2e
2017,Buildings,Commercial & Industrial,Steam - NRG,Stationary,Commercial & Institutional Buildings and Facilities,Steam,58962.71,0.00,11110283.66,Therm
2017,Transportation,Cars & Trucks,Cars & Trucks,Transportation,On-road Transportation - Cars and Trucks,Gasoline,1666352.67,0.00,4093897091.00,miles
2017,Landfilled Organics,Landfilled Organics,Landfilled Organics,Waste,Solid Waste Disposal,Solid Waste,305586.70,0.00,610261.72,tons
2017,Wastewater,Wastewater (Process),Wastewater (Process),Waste,Wastewater Treatment and Discharge,Process Emissions,937.42,0.00,884363.00,people
2017,Wastewater,Wastewater (Fugitive),Wastewater (Fugitive),Waste,Wastewater Treatment and Discharge,Fugitive Emissions,3615.35,0.00,9516.45,Avg kgN/day
2017,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Diesel,44.93,0.00,4398.35,gallons
2017,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,CNG,14.67,0.00,2309.53,gallons
2017,Transportation,Public Transportation,Bus - Caltrain,Transportation,On-Road Transportation - Caltrain Buses,Gasoline,260.30,0.00,29601.03,gallons
2017,Transportation,Public Transportation,Bus - Golden Gate Transit,Transportation,On-Road Transportation - Golden Gate Transit Buses,Diesel,3853.07,0.00,377225.50,gallons
2017,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Diesel,262.37,0.00,25687.00,gallons
2017,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Gasoline,18726.58,0.00,2086954.55,gallons
2017,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Diesel,84.97,0.00,8143.00,gallons
2017,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Renewable CNG,66.32,0.00,498557.92,gallons
2017,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Propane,69.46,0.00,12157.80,gallons
2017,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Gasoline,2995.47,0.00,333280.00,gallons
2017,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,Diesel,1258.23,0.00,122074.10,gallons
2017,Municipal,Municipal Fleet,Municipal Fleet,Transportation,On-road Transportation - Municipal Fleet,CNG,29.86,0.00,4694.76,gallons
2017,Transportation,Public Transportation,Rail - Caltrain,Transportation,Railways - Caltrain,Diesel,12940.76,0.00,1256225.51,gallons
2017,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,24883.25,0.00,2404185.96,gallons
2017,Transportation,Public Transportation,Ferry,Transportation,Waterborne Navigation - Ferry,Diesel,543.37,0.00,52500.00,gallons
2017,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,423503.01,0.00,90712063.00,Therm
2017,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,89822.97,0.00,16888302.10,Therm
2017,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Natural Gas,455.02,0.00,85551.00,Therm
2017,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Natural Gas,669761.38,0.00,125926952.00,Therm
2017,Buildings,Residential,PG&E Residential Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,126256.65,0.00,2279277.83,Therm
2017,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,90949.57,0.00,1641888.34,Therm
2017,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,16932.52,0.00,305678.27,Therm
2017,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Downstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,85.77,0.00,1548.47,Therm
2017,Buildings,Residential,PG&E Residential Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,189036.21,0.00,3412620.40,Therm
2017,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,136173.11,0.00,2458296.91,Therm
2017,Municipal,Municipal Buildings,PG&E Municipal Buildings Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,25352.00,0.00,457672.99,Therm
2017,Buildings,Commercial & Industrial,PG&E District Natural Gas Distribution Fugitive Emissions Upstream Leaks,Stationary,Fugitive Emissions from Oil and Natural Gas Systems,Natural Gas,128.43,0.00,2318.43,Therm
2017,Transportation,Public Transportation,MUNI,Transportation,On-road Transportation - MUNI Buses,Electricity,0.00,0.00,72164929.00,kWh
2017,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Other Power Contracts,Electricity,1666.98,0.00,66149812.69,kWh
2017,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit PG&E,Electricity,46276.93,0.00,481272.72,kWh
2017,Transportation,Public Transportation,Rail - BART,Transportation,Railways - Bay Area Rapid Transit Traction,Electricity,6410.35,0.00,254378859.80,kWh
2017,Buildings,Residential,PG&E Residential,Stationary,Residential Buildings,Electricity,102920.39,0.00,1070355700.00,kWh
2017,Buildings,Residential,CleanPowerSF Residential Green Product,Stationary,Residential Buildings,Electricity,0.00,0.00,219423700.00,kWh
2017,Buildings,Residential,CleanPowerSF Residential SuperGreen Product,Stationary,Residential Buildings,Electricity,0.00,0.00,8072910.00,kWh
2017,Buildings,Residential,PG&E Residential Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,10881.49,0.00,45276046.11,kWh
2017,Buildings,Residential,CleanPowerSF Residential Green Product Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,0.00,0.00,9281622.51,kWh
2017,Buildings,Residential,CleanPowerSF Residential SuperGreen Product Electric Power Transmission & Distribution Loss,Stationary,Residential Buildings,Electricity,0.00,0.00,341484.09,kWh
2017,Buildings,Commercial & Industrial,PG&E Commercial & Industrial,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,240065.22,0.00,2496640289.00,kWh
2017,Buildings,Direct Access,PG&E Direct Access,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,54096.98,0.00,225088426.50,kWh
2017,Buildings,Commercial & Industrial,PG&E District,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,5805.61,0.00,60377454.28,kWh
2017,Municipal,Municipal Buildings,PG&E Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,111.82,0.00,1162899.00,kWh
2017,Municipal,Municipal Buildings,SFPUC Municipal Buildings,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,1030431367.00,kWh
2017,Buildings,Commercial & Industrial,CleanPowerSF Commercial Green Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,292063650.00,kWh
2017,Buildings,Commercial & Industrial,CleanPowerSF Commercial SuperGreen Product,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,0.00,0.00,14481860.00,kWh
2017,Buildings,Commercial & Industrial,PG&E Commercial & Industrial Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,25381.44,0.00,105607884.20,kWh
2017,Buildings,Commercial & Industrial,PG&E Direct Access Electric Power Transmission & Distribution Loss,Stationary,Commercial & Institutional Buildings and Facilities,Electricity,2288.30,0.00,9521240.44,kWh
